image_lien,label,family,phylum,species,canonicalName,class,genus,order,width,height,red_color_mean,green_color_mean,blue_color_mean,all_color_mean
307250.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,213,63.72962147887324,51.28086854460094,33.61427523474178,49.54158841940532
307334.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,213,90.74468896713616,69.68661971830986,54.66220657276995,71.69783841940533
307335.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,213,110.14329518779344,88.81138497652582,70.20145246478873,89.71871087636934
308031.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,56.06712239583333,65.21634114583334,56.9663671875,59.41661024305555
308032.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,68.26203125,71.156015625,54.48416666666667,64.63407118055557
308174.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,81.35903645833334,74.2923046875,61.84977864583333,72.50037326388889
308175.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,71.64765625,68.920234375,66.22865885416667,68.93218315972223
308176.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,204,164.4308363970588,148.29952512254903,131.32951899509803,148.01996017156864
308178.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,255,320,186.00970588235293,151.06988970588236,133.98351715686275,157.02103758169935
308179.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,276,320,211.0297554347826,154.05304574275362,125.51705163043478,163.53328426932367
308323.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,96.33914319248828,69.34222417840375,46.61449530516432,70.76528755868544
308324.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,133.19766725352113,111.83289319248826,43.27709800469484,96.10255281690142
308325.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,112.274970657277,76.38066314553991,39.31539025821596,75.99034135367762
308326.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,95.29166666666669,65.9449677230047,43.74474765258216,68.32712734741784
308328.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,113.61038732394366,68.95044014084507,39.42486795774648,73.99523180751173
308329.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,187.2114730046948,153.6294894366197,111.1962147887324,150.6790590766823
308333.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,213,118.89964788732394,109.72026115023476,71.03113262910799,99.88368055555554
308334.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,213,86.19945715962442,82.80522300469484,67.21408450704226,78.73958822378718
308335.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,213,72.32840375586855,63.5712881455399,53.4618691314554,63.12052034428795
308468.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,213,140.81078345070424,90.91961561032863,46.2700117370892,92.66680359937402
308469.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,235,320,139.06929521276595,101.5741090425532,61.89894946808511,100.84745124113476
308470.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,261,320,98.77716714559386,69.49366618773946,41.836027298850574,70.03562021072797
308819.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,98.458671875,76.25126302083333,56.026067708333336,76.91200086805556
308820.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,104.8451171875,86.05778645833334,66.90701822916667,85.936640625
308821.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,135.1919921875,105.46259114583331,80.821484375,107.15868923611112
308892.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,240,148.93619791666666,142.4176953125,129.4188671875,140.25758680555555
308893.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,240,178.18131510416666,173.74174479166666,163.3303125,171.7511241319445
308910.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,136.9696875,118.505390625,108.48946614583332,121.32151475694444
308911.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,150.24865885416668,124.664921875,107.01381510416668,127.30913194444446
309164.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,213,136.77397300469482,98.18189553990612,103.05164319248826,112.66917057902974
309165.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,213,151.11858861502347,118.94012617370892,127.82699530516432,132.6285700312989
309166.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,213,153.44985328638498,102.25803990610328,102.12410504694836,119.27733274647888
309167.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,213,144.15971244131455,141.5918720657277,141.98396420187794,142.57851623630674
309168.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,213,93.51707746478873,84.15513497652582,87.37103873239437,88.34775039123629
309490.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,101.81505208333331,96.99059895833334,88.51798177083333,95.77454427083336
309491.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,85.7762109375,81.20912760416667,69.1374609375,78.70759982638889
309492.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,105.96516927083331,93.00221354166666,68.50709635416666,89.15815972222221
309493.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,111.88466145833333,108.33026041666666,100.42552083333334,106.88014756944445
309494.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,73.20217447916667,70.25208333333333,66.99915364583333,70.15113715277778
309495.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,51.999375,41.16924479166666,29.435403645833333,40.8680078125
309716.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,214,109.8410046728972,94.84250876168224,76.13412675233644,93.60588006230527
309730.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,214,90.78506133177572,83.30392815420561,77.35127044392523,83.8134199766355
309731.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,214,84.04747371495327,73.08230140186916,54.235966705607474,70.4552472741433
309740.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,214,106.13009637850467,100.26975759345794,93.14579439252336,99.84854945482869
309855.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,37.828203125,42.779895833333335,25.5803515625,35.39615017361111
309856.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,37.7040625,40.42278645833333,27.884973958333333,35.33727430555556
311244.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,213,120.63458039906104,102.08051643192488,72.52420774647888,98.4131015258216
311245.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,213,99.5475205399061,91.60035211267606,88.95757042253521,93.36848102503912
311246.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,213,99.75196596244132,88.45633802816901,63.57051056338028,83.92627151799687
311247.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,213,78.00032276995306,69.20833333333333,38.39712441314554,61.868593505477314
311248.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,213,82.0187353286385,68.42230046948357,35.90400528169014,62.11501369327073
311587.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,219,108.09386415525114,108.57608447488585,109.17699771689496,108.615648782344
311589.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,213,136.33700117370893,132.19292840375587,129.79642018779342,132.77544992175274
311590.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,205,125.22585365853658,123.51579268292684,122.53978658536586,123.76047764227644
311591.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,213,136.33700117370893,132.19292840375587,129.79642018779342,132.77544992175274
311592.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,236,97.19396186440676,93.059375,91.49990730932204,93.9177480579096
311593.jpg,Pluteus cervinus group,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,206,98.4371207524272,92.23061286407768,90.82398361650483,93.83057241100325
311611.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,299,75.45198578595318,68.1420568561873,67.83660117056856,70.47688127090301
311612.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,213,86.1681631455399,74.74589201877934,67.72106807511737,76.21170774647887
311626.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,216,88.46617476851851,85.1044994212963,68.65659722222222,80.74242380401235
311792.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,75.45221537558686,62.54793133802817,56.70450410798122,64.90155027386542
311793.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,78.69018485915493,79.93926056338029,81.14530516431925,79.92491686228482
311794.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,120.92690727699532,129.7625440140845,126.62847711267604,125.77264280125196
311795.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,66.32278462441315,56.54822476525822,51.7124853286385,58.19449823943663
312032.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,240,39.609609375,34.67329427083333,21.3099609375,31.86428819444444
312192.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,224,96.02276785714284,78.74662388392858,76.30414341517857,83.69117838541668
312479.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,93.9473046875,84.53194010416667,78.1867578125,85.55533420138887
312480.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,97.356640625,81.87059895833333,77.40244791666667,85.54322916666666
312493.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,240,112.99287760416668,91.57657552083332,81.64720052083334,95.40555121527778
312494.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,240,92.10149739583332,76.48119791666667,67.02639322916667,78.53636284722222
312495.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,240,119.21787760416667,101.2258984375,85.4341796875,101.95931857638892
312496.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,240,122.70041666666668,107.67567708333333,101.14631510416666,110.50746961805557
312663.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,212,80.24683077830188,75.63129422169811,72.90280070754717,76.26030856918238
312664.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,212,74.51058372641509,71.32659198113207,70.21948702830188,72.01888757861634
312764.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,213,178.73257042253522,178.96161971830986,165.66104753521128,174.4517458920188
313012.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,213,119.43763204225353,163.2687940140845,150.90008802816902,144.53550469483568
313013.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,213,128.75217136150235,158.5787998826291,149.4381015258216,145.58969092331768
313014.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,131.9428515625,162.35359375,147.44595052083332,147.24746527777776
312779.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,249,118.1015436746988,99.5897590361446,99.7414658634538,105.81092285809906
312787.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,126.16662265258216,100.24289906103286,87.23259976525821,104.54737382629108
312788.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,53.56784037558685,49.04925176056338,37.360328638497656,46.65914025821596
312801.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,214,89.66137558411215,83.90966705607477,74.51657418224299,82.69587227414331
312802.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,228,100.5381990131579,91.44384594298243,84.65457785087719,92.21220760233916
312808.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,105.9400390625,104.4847265625,69.57743489583333,93.3340668402778
312809.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,240,320,103.96553385416668,118.62516927083334,95.50001302083334,106.03023871527778
313331.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,72.69450520833334,76.95251302083334,67.11375,72.25358940972222
313337.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,212,42.485008844339625,35.99868808962264,26.963251768867924,35.148982900943395
313338.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,212,41.32068101415094,38.13512676886793,32.29466391509434,37.2501572327044
313339.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,212,97.17928950471698,89.84041863207547,77.00212264150943,88.00727692610063
313392.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,98.43286458333333,99.43118489583334,96.32345052083332,98.0625
313393.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,82.3393359375,83.23951822916666,82.24360677083334,82.60748697916667
313394.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,85.7230078125,86.91416666666667,86.84826822916666,86.49514756944444
313395.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,63.06841145833334,64.5333984375,63.40744791666667,63.66975260416666
313396.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,90.81502604166668,92.96151041666668,90.68244791666666,91.486328125
313397.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,109.59490885416666,111.08891927083332,110.72578125,110.46986979166668
313398.jpg,Boletus quercicola,Boletaceae,Basidiomycota,Boletus edulis,Boletus quercicola,Agaricomycetes,Boletus,Boletales,320,240,80.0028125,79.28130208333333,74.94412760416667,78.07608072916668
313399.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,51.665455729166666,50.99279947916666,37.44686197916667,46.70170572916667
313400.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,58.13100260416667,54.76446614583333,44.67897135416667,52.524813368055554
313829.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,204,131.5707567401961,98.74523590686276,68.34028799019607,99.55209354575165
313830.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,215,103.71927325581396,82.04113372093023,68.44475290697675,84.73505329457366
313831.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,213,105.16272007042254,82.60887617370892,65.9262323943662,84.56594287949922
313832.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,206,119.3981947815534,94.15911711165047,77.20332220873786,96.92021136731393
313833.jpg,Galerina marginata,Cortinariaceae,Basidiomycota,Galerina marginata,Galerina marginata,Agaricomycetes,Galerina,Agaricales,320,213,103.67473591549296,95.03358274647888,85.03729460093896,94.58187108763693
313896.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,136.86351232394367,121.07972417840377,98.4194248826291,118.78755379499216
313897.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,95.24141725352112,84.1755721830986,69.01558098591549,82.81085680751174
313898.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,82.27133215962441,75.97256455399061,69.36965962441315,75.87118544600939
313899.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,213,105.740536971831,100.14238556338027,94.22400234741784,100.03564162754304
313955.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,135.31899739583332,126.20430989583332,112.11079427083334,124.54470052083332
313956.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,98.89154947916668,90.64666666666666,79.378671875,89.6389626736111
313963.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,240,320,148.49497395833333,137.49143229166663,125.4821875,137.15619791666666
313964.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,153.56177083333333,112.1818359375,93.6911328125,119.81157986111111
313965.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,131.14578125,113.96647135416669,101.5598046875,115.55735243055555
313987.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,140.77065104166667,125.97111979166668,107.88796875,124.87657986111113
313988.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,147.7438541666667,120.70716145833332,94.5451953125,120.99873697916668
313989.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,123.46716145833334,106.21537760416666,87.31473958333333,105.6657595486111
314118.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,213,77.60625,97.7156103286385,76.43579812206573,83.91921948356809
314119.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,213,101.46291079812208,98.8556044600939,91.07009976525822,97.12953834115808
314120.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,213,121.52404636150234,110.23601819248826,94.59286971830986,108.78431142410015
314359.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,240,320,84.65319010416667,104.64526041666667,71.43682291666667,86.91175781250001
314360.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,240,320,85.87736979166667,94.39182291666668,64.48940104166667,81.58619791666666
314361.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,110.513125,114.10515625,107.86736979166666,110.82855034722222
314444.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,81.89447916666667,81.60537760416666,69.43592447916667,77.64526041666666
314445.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,108.55192708333334,105.16908854166668,104.30690104166666,106.00930555555556
314446.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,238,90.74934348739497,84.50915178571428,68.28335084033614,81.18061537114846
314447.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,238,86.43159138655462,79.31496848739496,73.28312762605042,79.6765625
314448.jpg,Pleurotus ostreatus group,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,238,139.9967962184874,135.6172006302521,124.99954044117646,133.5378457633053
314470.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,229,135.49806222707423,122.32029203056769,115.1664983624454,124.32828420669576
